,Nombre,diagnostico,Id_Estado_Activo,time,machine
88,S2-Ventilador M26," Motor: Activo en buen estado.
 Ventilador: Se detectan indicios de una posible degradación incipiente del rodamiento lado polea. Sin cambios significativos.",2.0,2020-02-10,S2-M26
835,S1-Ventilador M12," Motor: Degradación mecánica avanzada del rodamiento lado acoplado.
 Ventilador: Activo en buen estado.",3.0,2020-02-10,S1-M12
679,S3-Ventilador M18," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-02-10,S3-M18
397,S3-Ventilador M35," Motor: Activo en buen estado. 
 Ventilador: Aumento moderado de las amplitudes en los indicadores de degradación de rodamientos.",2.0,2020-02-10,S3-M35
276,S1-Ventilador M38," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado.",1.0,2020-02-10,S1-M38
387,S3-Ventilador M33," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado.",1.0,2020-02-10,S3-M33
671,S3-Ventilador M17," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-02-10,S3-M17
95,S2-Ventilador M27," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado",1.0,2020-02-10,S2-M27
267,S1-Ventilador M36," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-02-10,S1-M36
623,S3-Ventilador M8," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-02-10,S3-M08
540,S3-Ventilador M32," Motor: Activo en buen estado.
 Ventilador: Degradación mecánica incipiente en el lado ventilador.",2.0,2020-02-10,S3-M32
470,S3-Ventilador Extracción M19," Motor: Se pasa activo a estado BUENO.
 Ventilador: Activo en buen estado.",1.0,2020-04-27,S3-M19
478,S3-Ventilador Extracción M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-04-27,S3-M01
19,S2-Ventilador M12," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-04-27,S2-M12
5,S1-Ventilador M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-04-27,S1-M02
154,S2-Ventilador M38," Motor: Activo en buen estado.
 Ventilador: Degradación inicial de los rodamientos.",2.0,2020-04-27,S2-M38
428,S3-Ventilador M39," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado. ",1.0,2020-04-27,S3-M39
12,S2-Ventilador M11," Motor: Activo en buen estado.
 Ventilador: Degradación mecánica incipiente del rodamiento lado ventilador.",1.0,2020-04-27,S2-M11
567,S3-Ventilador M27," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-04-27,S3-M27
34,S2-Ventilador M15," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-04-27,S2-M15
120,S2-Ventilador M32," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-04-27,S2-M32
436,S3-Ventilador M41," Motor: Holgura del rodamiento lado acoplado. 
 Ventilador: Activo en buen estado.",3.0,2020-04-27,S3-M41
113,S2-Ventilador M30," Motor: Activo en buen estado.
 Ventilador: Degradación mecánica del rodamiento lado polea.",2.0,2020-04-27,S2-M30
558,S3-Ventilador M30," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-04-27,S3-M30
551,S2-Ventilador M42," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-04-27,S2-M42
103,S2-Ventilador M29," Motor: Activo en buen estado.
 Ventilador: Degradación mecánica incipiente del rodamiento lado polea.",2.0,2020-04-27,S2-M29
130,S2-Ventilador M33," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-04-27,S2-M33
96,S2-Ventilador M27," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado",1.0,2020-04-27,S2-M27
541,S3-Ventilador M32," Motor: Activo en buen estado.
 Ventilador: Degradación mecánica incipiente en el lado ventilador.",2.0,2020-04-27,S3-M32
89,S2-Ventilador M26," Motor: Activo en buen estado.
 Ventilador: Se detectan indicios de una posible degradación incipiente del rodamiento lado polea. Sin cambios significativos.",2.0,2020-04-27,S2-M26
444,S3-Ventilador M42," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-04-27,S3-M42
81,S2-Ventilador M24," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado. ",1.0,2020-04-27,S2-M24
72,S2-Ventilador M23," Motor: Activo en buen estado. 
 Ventilador: Posible condición inadecuada de lubricación.",1.0,2020-04-27,S2-M23
139,S2-Ventilador M35," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-04-27,S2-M35
453,S3-Ventilador Extracción M40," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado.",1.0,2020-04-27,S3-M40
63,S2-Ventilador M21," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado.",1.0,2020-04-27,S2-M21
55,S2-Ventilador M20," Motor: Activo en buen estado.
 Ventilador: Degradación avanzada de ambos rodamientos.",3.0,2020-04-27,S2-M20
147,S2-Ventilador M36," Motor: Roces y/o impactos en el lado libre del motor.
 Ventilador: Activo en buen estado. Se mantiene el comportamiento de pasadas inspecciones.",2.0,2020-04-27,S2-M36
48,S2-Ventilador M18," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-04-27,S2-M18
41,S2-Ventilador M17," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-04-27,S2-M17
461,S3-Ventilador Extracción M37," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-04-27,S3-M37
26,S2-Ventilador M14," Motor: Degradación mecánica de las condiciones mecánicas de los rodamientos.
 Ventilador: Degradación mecánica de las condiciones mecánicas de los rodamientos.",2.0,2020-04-27,S2-M14
647,S3-Ventilador M12," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-04-27,S3-M12
419,S3-Ventilador M38," Motor: Activo en buen estado.
 Ventilador: Se detectan indicios de una posible degradación incipiente del rodamiento lado polea.",2.0,2020-04-27,S3-M38
575,S2-Ventilador Extracción M37," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-04-27,S2-M37
782,S1-Ventilador M3," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-04-27,S1-M03
305,S1-Ventilador M42," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-04-27,S1-M42
789,S1-Ventilador M17," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-04-27,S1-M17
797,S1-Ventilador M8," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-04-27,S1-M08
297,S1-Ventilador M41," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-04-27,S1-M41
805,S1-Ventilador M9," Motor: Activo en buen estado.
 Ventilador: Degradación mecánica del rodamiento lado ventilador.",2.0,2020-04-27,S1-M09
631,S3-Ventilador M9," Motor: Activo en buen estado.
 Ventilador: Degradación mecánica incipiente en ambos rodamientos.",2.0,2020-04-27,S3-M09
161,S2-Ventilador M9," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-04-27,S2-M09
288,S1-Ventilador M39," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-04-27,S1-M39
820,S1-Ventilador M11," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-04-27,S1-M11
828,S1-Ventilador M14," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-04-27,S1-M14
277,S1-Ventilador M38," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado.",1.0,2020-04-27,S1-M38
836,S1-Ventilador M12," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-04-27,S1-M12
624,S3-Ventilador M8," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-04-27,S3-M08
268,S1-Ventilador M36," Motor: Activo en buen estado.
 Ventilador: Se detectan síntomas de holguras en lado polea de ventilador.",2.0,2020-04-27,S1-M36
257,S1-Ventilador M35," Motor: Activo en buen estado. 
 Ventilador: Descienden los valores asociados a la actividad de los rodamientos.",2.0,2020-04-27,S1-M35
398,S3-Ventilador M35," Motor: Activo en buen estado. 
 Ventilador: Aumento de las amplitudes en los indicadores de degradación de rodamientos.",3.0,2020-04-27,S3-M35
617,S3-Ventilador M6," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-04-27,S3-M06
248,S1-Ventilador M33," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado.",1.0,2020-04-27,S1-M33
239,S1-Ventilador M32," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado.",1.0,2020-04-27,S1-M32
610,S3-Ventilador M5," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado. ",1.0,2020-04-27,S3-M05
228,S1-Ventilador M30," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado.",1.0,2020-04-27,S1-M30
604,S3-Ventilador M3," Motor: Degradación incipiente en el rodamiento lado libre. Se pasa el estado a BUENO.
 Ventilador: Activo en buen estado.",1.0,2020-04-27,S3-M03
774,S1-Ventilador M20," Motor: Activo en buen estado. 
 Ventilador: Aumento moderado de la degradación de los rodamientos.",2.0,2020-04-27,S1-M20
217,S1-Ventilador M29," Motor: Activo en buen estado.
 Ventilador: Se detectan síntomas de una degradación de rodamientos.",3.0,2020-04-27,S1-M29
313,S1-Ventilador Extracción M40," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-04-27,S1-M40
757,S1-Ventilador M18," Motor: Activo en buen estado.
 Ventilador: Degradación mecánica inicial de los rodamientos.",2.0,2020-04-27,S1-M18
380,S2-Ventilador Extracción M40," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado. ",1.0,2020-04-27,S2-M40
656,S3-Ventilador M14," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-04-27,S3-M14
664,S3-Ventilador M15," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-04-27,S3-M15
373,S2-Ventilador M41," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-04-27,S2-M41
672,S3-Ventilador M17," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-04-27,S3-M17
680,S3-Ventilador M18," Motor: Activo en buen estado.
 Ventilador: Se detectan síntomas de una posible degradación de rodamientos.",2.0,2020-04-27,S3-M18
364,S1-Ventilador M23," Motor: Activo en buen estado.
 Ventilador: Degradación mecánica de los rodamientos",2.0,2020-04-27,S1-M23
689,S3-Ventilador M20," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-04-27,S3-M20
697,S3-Ventilador M21," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-04-27,S3-M21
358,S2-Ventilador M6," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-04-27,S2-M06
706,S3-Ventilador M23," Motor: Activo en buen estado.
 Ventilador: Posibles degradación incipìente de rodamientos",2.0,2020-04-27,S3-M23
352,S2-Ventilador M3," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-04-27,S2-M03
639,S3-Ventilador M11," Motor: Activo en buen estado
 Ventilador: Se detectan síntomas de una posible degradación del rodamiento lado ventilador.",2.0,2020-04-27,S3-M11
715,S3-Ventilador M24," Motor: Activo en buen estado. 
 Ventilador: Se mantiene el comportamiento de pasadas inspecciones.",1.0,2020-04-27,S3-M24
346,S2-Ventilador M2," Motor: Activo en buen estado.
 Ventilador: Degradación de las condiciones mecánicas de los rodamientos.",3.0,2020-04-27,S2-M02
723,S3-Ventilador M29," Motor: Activo en buen estado.
 Ventilador: Degradación mecánica incipiente en el rodamiento lado ventilador. ",1.0,2020-04-27,S3-M29
339,S1-Ventilador Extracción M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-04-27,S1-M01
732,S1-Ventilador M21," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado. ",1.0,2020-04-27,S1-M21
331,S1-Ventilador Extracción M19," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-04-27,S1-M19
742,S3-Ventilador M26," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado. ",1.0,2020-04-27,S3-M26
388,S3-Ventilador M33," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado.",1.0,2020-04-27,S3-M33
750,S1-Ventilador M6," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-04-27,S1-M06
323,S1-Ventilador Extracción M37," Motor: Activo en buen estado. 
 Ventilador: Se mantienen los síntomas de una posible degradación de rodamientos.",2.0,2020-04-27,S1-M37
765,S1-Ventilador M5," Motor: Se detectan síntomas de una posible degradación de los rodamientos del motor.
 Ventilador: Activo en buen estado.",2.0,2020-04-27,S1-M05
408,S3-Ventilador M36," Motor: Activo en buen estado.
 Ventilador: Se mantienen los síntomas de degradación mecánica incipiente en la cañonera.",2.0,2020-04-27,S3-M36
812,S1-Ventilador M15," Motor: Activo en buen estado.
 Ventilador: Degradación mecánica incipiente en el lado ventilador.",2.0,2020-04-27,S1-M15
597,S3-Ventilador M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-04-27,S3-M02
207,S1-Ventilador M27," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado. ",2.0,2020-04-27,S1-M27
174,S2-Ventilador M8," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-04-27,S2-M08
590,S2-Ventilador Extracción M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-04-27,S2-M01
187,S1-Ventilador M24," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-04-27,S1-M24
180,S2-Ventilador M5," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-04-27,S2-M05
167,S2-Ventilador M39," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado. ",1.0,2020-04-27,S2-M39
582,S2-Ventilador Extracción M19," Motor: Activo en buen estado. 
 Ventilador: Se detectan síntomas de una posible degradación de rodamientos.",2.0,2020-04-27,S2-M19
197,S1-Ventilador M26," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado.",1.0,2020-04-27,S1-M26
790,S1-Ventilador M17," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-07-08,S1-M17
618,S3-Ventilador M6," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-07-08,S3-M06
399,S3-Ventilador M35," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado.",1.0,2020-07-08,S3-M35
673,S3-Ventilador M17," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-07-08,S3-M17
665,S3-Ventilador M15," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-07-08,S3-M15
632,S3-Ventilador M9," Motor: Activo en buen estado.
 Ventilador: Degradación mecánica incipiente en ambos rodamientos. Sin cambios significativos.",2.0,2020-07-08,S3-M09
258,S1-Ventilador M35," Motor: Activo en buen estado. 
 Ventilador: Degradación de las condiciones mecánicas de los rodamientos.",2.0,2020-07-08,S1-M35
340,S1-Ventilador Extracción M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-07-08,S1-M01
568,S3-Ventilador M27," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-07-08,S3-M27
249,S1-Ventilador M33," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado.",1.0,2020-07-08,S1-M33
681,S3-Ventilador M18," Motor: Activo en buen estado.
 Ventilador: Se detectan síntomas de una posible degradación de rodamientos.",2.0,2020-07-08,S3-M18
188,S1-Ventilador M24," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-07-08,S1-M24
6,S1-Ventilador M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-07-08,S1-M02
798,S1-Ventilador M8," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-07-08,S1-M08
365,S1-Ventilador M23," Motor: Activo en buen estado.
 Ventilador: Degradación mecánica de los rodamientos",2.0,2020-07-08,S1-M23
542,S3-Ventilador M32," Motor: Activo en buen estado.
 Ventilador: Degradación mecánica incipiente de rodamiento lado ventilador.",2.0,2020-07-08,S3-M32
707,S3-Ventilador M23," Motor: Existe un aumento de las amplitudes posiblemente asociado a las condiciones de alineación.
 Ventilador: Posibles degradación incipìente de rodamientos",2.0,2020-07-08,S3-M23
640,S3-Ventilador M11," Motor: Existen síntomas de la existencia de holguras.
 Ventilador: Se detectan síntomas de una posible degradación de rodamientos.",3.0,2020-07-08,S3-M11
829,S1-Ventilador M14," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-07-08,S1-M14
289,S1-Ventilador M39," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-07-08,S1-M39
698,S3-Ventilador M21," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-07-08,S3-M21
445,S3-Ventilador M42," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-07-08,S3-M42
278,S1-Ventilador M38," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado.",1.0,2020-07-08,S1-M38
471,S3-Ventilador Extracción M19," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado. Tendencia en ascenso posiblemente debido a las condiciones de sustentación.",1.0,2020-07-08,S3-M19
813,S1-Ventilador M15," Motor: Activo en buen estado.
 Ventilador: Degradación mecánica incipiente en el lado ventilador.",1.0,2020-07-08,S1-M15
198,S1-Ventilador M26," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado.",1.0,2020-07-08,S1-M26
837,S1-Ventilador M12," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-07-08,S1-M12
625,S3-Ventilador M8," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-07-08,S3-M08
690,S3-Ventilador M20," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-07-08,S3-M20
806,S1-Ventilador M9," Motor: Activo en buen estado.
 Ventilador: Degradación mecánica del rodamiento lado ventilador.",1.0,2020-07-08,S1-M09
269,S1-Ventilador M36," Motor: Activo en buen estado.
 Ventilador: Se detectan síntomas de holguras en lado polea de ventilador.",1.0,2020-07-08,S1-M36
724,S3-Ventilador M29," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-07-08,S3-M29
733,S1-Ventilador M21," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado. ",1.0,2020-07-08,S1-M21
324,S1-Ventilador Extracción M37," Motor: Activo en buen estado. 
 Ventilador: Se mantienen los síntomas de una posible degradación de rodamientos.",2.0,2020-07-08,S1-M37
783,S1-Ventilador M3," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-07-08,S1-M03
229,S1-Ventilador M30," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado.",1.0,2020-07-08,S1-M30
479,S3-Ventilador Extracción M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-07-08,S3-M01
306,S1-Ventilador M42," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-07-08,S1-M42
429,S3-Ventilador M39," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado. ",1.0,2020-07-08,S3-M39
420,S3-Ventilador M38," Motor: Activo en buen estado.
 Ventilador: Se detectan indicios de una posible degradación incipiente del rodamiento lado polea. La tendencia se encuentra al ascenso.",3.0,2020-07-08,S3-M38
314,S1-Ventilador Extracción M40," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-07-08,S1-M40
743,S3-Ventilador M26," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado. ",1.0,2020-07-08,S3-M26
598,S3-Ventilador M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-07-08,S3-M02
766,S1-Ventilador M5," Motor: Se detectan síntomas de una posible degradación de los rodamientos del motor.
 Ventilador: Activo en buen estado.",2.0,2020-07-08,S1-M05
389,S3-Ventilador M33," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado.",1.0,2020-07-08,S3-M33
218,S1-Ventilador M29," Motor: Activo en buen estado.
 Ventilador: Se detectan síntomas de una degradación de rodamientos.",2.0,2020-07-08,S1-M29
559,S3-Ventilador M30," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-07-08,S3-M30
758,S1-Ventilador M18," Motor: Activo en buen estado.
 Ventilador: Degradación mecánica inicial de los rodamientos.",1.0,2020-07-08,S1-M18
409,S3-Ventilador M36," Motor: Activo en buen estado.
 Ventilador: Se mantienen los síntomas de degradación mecánica incipiente en la cañonera.",2.0,2020-07-08,S3-M36
751,S1-Ventilador M6," Motor: Degradación incipiente del rodamiento lado acoplado.
 Ventilador: Activo en buen estado.",1.0,2020-07-08,S1-M06
775,S1-Ventilador M20," Motor: Activo en buen estado. 
 Ventilador: Degradación de las condiciones mecánicas de los rodamientos.",2.0,2020-07-08,S1-M20
605,S3-Ventilador M3," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-07-08,S3-M03
821,S1-Ventilador M11," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-07-08,S1-M11
657,S3-Ventilador M14," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-07-08,S3-M14
437,S3-Ventilador M41," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-07-08,S3-M41
208,S1-Ventilador M27," Motor: Activo en buen estado. 
 Ventilador: Degradación mecánica de las condiciones mecánicas de los rodamientos.",3.0,2020-07-08,S1-M27
648,S3-Ventilador M12," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-07-08,S3-M12
611,S3-Ventilador M5," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado. ",1.0,2020-07-08,S3-M05
240,S1-Ventilador M32," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado.",1.0,2020-07-08,S1-M32
462,S3-Ventilador Extracción M37," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-07-08,S3-M37
332,S1-Ventilador Extracción M19," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2020-07-08,S1-M19
454,S3-Ventilador Extracción M40," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado.",1.0,2020-07-08,S3-M40
993,S4-Ventilador 72 M1,Motor: Activo en buen estado.  Ventilador: Activo en buen estado.,1.0,2020-10-01,S4-72-M1
501,S4-Ventilador Extracción 61 M1,Motor: Activo en buen estado.  Ventilador: Activo en buen estado.,1.0,2020-10-01,S4-61-M1
1004,S4-Ventilador 73 M1,Motor: Activo en buen estado.  Ventilador: Activo en buen estado.,1.0,2020-10-01,S4-73-M1
27,S2-Ventilador M14,Motor: Activo en buen estado.  Ventilador: Activo en buen estado.,1.0,2020-10-01,S2-M14
998,S4-Ventilador 72 M2,Motor: Activo en buen estado.  Ventilador: Activo en buen estado.,1.0,2020-10-01,S4-72-M2
1279,S6-Ventilador 69 M1,Motor: Activo en buen estado.  Ventilador: Activo en buen estado.,1.0,2020-10-01,S6-69-M1
507,S4-Ventilador Extracción 60 M1,Motor: Activo en buen estado.  Ventilador: Activo en buen estado.,1.0,2020-10-01,S4-60-M1
1251,S6-Ventilador 68 M1,Motor: Activo en buen estado.  Ventilador: Activo en buen estado.,1.0,2020-10-01,S6-68-M1
325,S1-Ventilador Extracción M37,Motor: Activo en buen estado.  Ventilador: Se mantienen los síntomas de una posible degradación de rodamientos. Sin cambios significativos.,2.0,2020-10-01,S1-M37
1257,S6-Ventilador 78 M1,Motor: Activo en buen estado.                             Ventilador: Activo en buen estado.,1.0,2020-10-01,S6-78-M1
583,S2-Ventilador Extracción M19,Motor: Activo en buen estado.  Ventilador: Se mantienen los síntomas de una posible degradación de rodamientos.,2.0,2020-10-01,S2-M19
744,S3-Ventilador M26,Motor: Activo en buen estado.  Ventilador: Activo en buen estado.,1.0,2020-10-01,S3-M26
1009,S4-Ventilador 73 M2,Motor: Activo en buen estado.  Ventilador: Activo en buen estado.,1.0,2020-10-01,S4-73-M2
716,S3-Ventilador M24,Motor: Activo en buen estado.  Ventilador: Activo en buen estado.,1.0,2020-10-01,S3-M24
734,S1-Ventilador M21,Motor: Activo en buen estado.  Ventilador: Activo en buen estado.,1.0,2020-10-01,S1-M21
35,S2-Ventilador M15,Motor: Activo en buen estado.  Ventilador: Activo en buen estado.,1.0,2020-10-01,S2-M15
1262,S6-Ventilador 67 M2,Motor: Activo en buen estado.  Ventilador: Activo en buen estado.,1.0,2020-10-01,S6-67-M2
333,S1-Ventilador Extracción M19,Motor: Activo en buen estado.  Ventilador: Activo en buen estado.,1.0,2020-10-01,S1-M19
1269,S6-Ventilador 75 M2,Motor: Activo en buen estado.                             Ventilador: Activo en buen estado.,1.0,2020-10-01,S6-75-M2
1274,S6-Ventilador 66 M2,Motor: Activo en buen estado.  Ventilador: Activo en buen estado.,1.0,2020-10-01,S6-66-M2
463,S3-Ventilador Extracción M37,Motor: Activo en buen estado.  Ventilador: Activo en buen estado.,1.0,2020-10-01,S3-M37
1054,S4-Ventilador 76 M1,Motor: Activo en buen estado.  Ventilador: Se mantienen los síntomas de una posible degradación de los rodamientos del ventilador.,2.0,2020-10-01,S4-76-M1
725,S3-Ventilador M29,Motor: Activo en buen estado.  Ventilador: Activo en buen estado.,1.0,2020-10-01,S3-M29
42,S2-Ventilador M17,Motor: Activo en buen estado.  Ventilador: Activo en buen estado.,1.0,2020-10-01,S2-M17
421,S3-Ventilador M38,Motor: Activo en buen estado   Ventilador: Se mantienen los síntomas de una posible degradación de rodamientos. Desde mantenimiento se va a dejar evolucionar el fallo para optimizar las órdenes lanzadas de predictivo.,2.0,2020-10-01,S3-M38
131,S2-Ventilador M33,Motor: Activo en buen estado.  Ventilador: Activo en buen estado.,1.0,2020-10-01,S2-M33
1284,S6-Ventilador Extracción 62 M1,Motor: Activo en buen estado.                             Ventilador: Activo en buen estado.,1.0,2020-10-01,S6-62-M1
1040,S4-Ventilador 75 M2,Motor: Activo en buen estado.  Ventilador: Activo en buen estado.,1.0,2020-10-01,S4-75-M2
1328,S6-Ventilador 72 M1,Motor: Activo en buen estado.                             Ventilador: Activo en buen estado.,1.0,2020-10-01,S6-72-M1
1035,S4-Ventilador 75 M1,Motor: Activo en buen estado.  Ventilador: Activo en buen estado.,1.0,2020-10-01,S4-75-M1
381,S2-Ventilador Extracción M40,Motor: Activo en buen estado.  Ventilador: Activo en buen estado.,1.0,2020-10-01,S2-M40
649,S3-Ventilador M12,Motor: Activo en buen estado.  Ventilador: Activo en buen estado.,1.0,2020-10-01,S3-M12
1333,S6-Ventilador 72 M2,Motor: Activo en buen estado.                             Ventilador: Activo en buen estado.,1.0,2020-10-01,S6-72-M2
1347,S1-Ventilador Extracción M01,Motor: Activo en buen estado.  Ventilador: Activo en buen estado.,1.0,2020-10-01,S1-M01
1348,S1-Ventilador M02,Motor: Activo en buen estado.  Ventilador: Activo en buen estado.,1.0,2020-10-01,S1-M02
1349,S1-Ventilador M03,Motor: Activo en buen estado.  Ventilador: Activo en buen estado.,1.0,2020-10-01,S1-M03
1350,S1-Ventilador M06,Motor: Se detecta un ascenso en las amplitudes del lado polea,2.0,2020-10-01,S1-M06
1351,S1-Ventilador M05,Motor: Se mantienen los síntomas de una posible degradación de rodamientos sin cambios significativos.  Ventilador: Activo en buen estado.,2.0,2020-10-01,S1-M05
