machine,point,time,num_peaks,a_range,b_range,c_range,d_range,e_range,f_range,g_range,h_range,i_range,j_range
S1-M24,V-LA-V,2019-07-16 10:19:22.425,12.0,0.10033,0.58257,0.14921,0.87446,0.10165,0.32389,0.17793,0.0,0.0,0
S1-M24,V-LA-V,2020-10-14 11:35:10.093,2.0,0.09811,0.0,0.0,0.19442,0.0,0.0,0.0,0.0,0.0,0
S1-M24,V-LA-V,2020-02-11 09:10:16.784,1.0,0.09127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
S1-M24,V-LA-V,2020-04-28 10:10:12.894,2.0,0.19286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
S1-M24,V-LA-V,2020-07-09 08:34:13.014,1.0,0.12761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
S1-M24,V-LA-V,2021-04-06 16:16:59.271,3.0,0.16694,0.0,0.0,0.24221,0.0,0.0,0.0,0.0,0.0,0
S2-M37,V-LA-V,2019-07-16 11:00:39.485,9.0,0.09559,0.0,0.0,0.09329,0.0,0.21878999999999998,0.21391,0.0,0.0,0.26639
S2-M37,V-LA-V,2020-10-14 17:34:38.025,12.0,0.09413,0.0,0.0,0.0,0.0,0.0,0.0,0.08666,0.35731,0.9113
S2-M37,V-LA-V,2020-02-11 11:06:40.794,4.0,0.0,0.0,0.0,0.53321,0.0,0.0,0.0,0.0,0.0,0.0
S2-M37,V-LA-V,2020-04-28 16:17:45.915,5.0,0.0,0.0,0.0,0.24481999999999998,0.23365999999999998,0.09628,0.0,0.0,0.0,0.0
S2-M37,V-LA-V,2021-04-06 12:55:50.794,2.0,0.08988,0.0,0.0,0.13113,0.0,0.0,0.0,0.0,0.0,0.0
S6-76-M1,V-LOA-A,2019-10-16 08:48:37.345,1.0,0.32876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S6-76-M1,V-LOA-A,2020-10-15 11:58:56.937,1.0,0.30009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S6-76-M1,V-LOA-A,2021-04-06 17:44:32.601,2.0,0.43926000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S3-M42,M-LA-H,2019-07-16 11:46:20.455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S3-M42,M-LA-H,2020-10-14 08:58:26.764,1.0,0.13851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S3-M42,M-LA-H,2020-02-11 13:02:31.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S3-M42,M-LA-H,2020-04-28 17:27:44.368,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S3-M42,M-LA-H,2020-07-09 11:18:43.223,1.0,0.12547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S3-M42,M-LA-H,2021-04-06 11:37:14.384,2.0,0.14478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S5-71-M1,V-LA-V,2019-10-15 16:49:45.661,5.0,0.0885,0.0,0.0,0.69464,0.13922,0.0,0.0,0.0,0.0,0.0832
S5-71-M1,V-LA-V,2019-12-03 17:03:57.463,1.0,0.0,0.1139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S5-71-M1,V-LA-V,2020-10-15 09:55:20.164,6.0,0.08415,0.0,0.0,0.34724,0.0,0.37063999999999997,0.0,0.0,0.0,0.0
S5-71-M1,V-LA-V,2020-02-11 13:39:05.875,2.0,0.0,0.0,0.0,0.09468,0.0,0.1064,0.0,0.0,0.0,0.0
S5-71-M1,V-LA-V,2021-04-07 11:34:50.424,1.0,0.0,0.0,0.0,0.12592,0.0,0.0,0.0,0.0,0.0,0.0
S6-76-M1,V-LOA-H,2019-10-16 08:48:13.465,2.0,0.21378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S6-76-M1,V-LOA-H,2020-10-15 11:58:37.404,2.0,0.1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S6-76-M1,V-LOA-H,2021-04-06 17:44:10.310,2.0,0.19835999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S2-M37,V-LOA-A,2019-07-16 11:02:21.145,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08296,0.0,0.0,0.0
S2-M37,V-LOA-A,2020-10-14 17:35:11.814,5.0,0.0,0.0,0.0,0.12607,0.0,0.38092,0.09002,0.0,0.0,0.0
S2-M37,V-LOA-A,2020-02-11 11:07:15.174,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.081
S2-M37,V-LOA-A,2020-04-28 16:18:19.304,1.0,0.0,0.0,0.0,0.0,0.0,0.09832,0.0,0.0,0.0,0.0
S2-M37,V-LOA-A,2021-04-06 12:56:21.974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S1-M24,V-LOA-A,2019-11-26 16:55:31.059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
S1-M24,V-LOA-A,2019-07-16 10:20:00.257,5.0,0.08636,0.0,0.0,0.11629,0.08895,0.20251,0.0,0.0,0.0,0
S1-M24,V-LOA-A,2020-10-14 11:35:38.783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
S1-M24,V-LOA-A,2020-02-11 09:10:55.854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
S1-M24,V-LOA-A,2020-04-28 10:11:00.769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
S1-M24,V-LOA-A,2020-07-09 08:34:42.563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
S1-M24,V-LOA-A,2021-04-06 16:17:33.361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
S6-76-M1,V-LOA-V,2019-10-16 08:48:24.935,3.0,0.38262999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S6-76-M1,V-LOA-V,2020-10-15 11:58:46.053,2.0,0.31442000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S6-76-M1,V-LOA-V,2021-04-06 17:44:19.411,3.0,0.32408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S3-M42,M-LA-V,2019-07-16 11:46:34.985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S3-M42,M-LA-V,2020-10-14 08:58:36.395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S3-M42,M-LA-V,2020-02-11 13:02:40.574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S3-M42,M-LA-V,2020-04-28 17:27:54.544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S3-M42,M-LA-V,2020-07-09 11:18:51.118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S3-M42,M-LA-V,2021-04-06 11:37:24.163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S5-71-M1,V-LOA-A,2019-10-15 16:50:20.382,1.0,0.0,0.0,0.0,0.09853,0.0,0.0,0.0,0.0,0.0,0.0
S5-71-M1,V-LOA-A,2019-12-03 17:04:35.445,3.0,0.0,0.0,0.0,0.0,0.0,0.30729,0.0,0.0,0.0,0.0
S5-71-M1,V-LOA-A,2020-10-15 09:55:52.494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S5-71-M1,V-LOA-A,2020-02-11 13:39:41.085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S5-71-M1,V-LOA-A,2021-04-07 11:35:20.784,1.0,0.0,0.0,0.0,0.0,0.0,0.11475,0.0,0.0,0.0,0.0
S2-M37,V-LOA-H,2019-07-16 11:01:56.875,5.0,0.18207,0.0,0.0,0.08391,0.0,0.38805,0.0,0.0,0.0,0.0
S2-M37,V-LOA-H,2020-10-14 17:34:47.295,12.0,0.0,0.0,0.0,0.0,0.0,0.18956,0.20966,0.09603,0.12742,0.7238800000000001
S2-M37,V-LOA-H,2020-02-11 11:06:51.844,7.0,0.15517,0.0,0.0,0.23662,0.38922999999999996,0.0,0.0,0.0,0.0,0.0
S2-M37,V-LOA-H,2020-04-28 16:17:58.833,4.0,0.1558,0.0,0.0,0.19211,0.08104,0.0,0.0,0.0,0.0,0.0
S2-M37,V-LOA-H,2021-04-06 12:56:03.324,1.0,0.12265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S6-76-M2,M-LA-A,2019-10-16 08:44:35.256,1.0,0.21178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S6-76-M2,M-LA-A,2020-10-15 11:59:52.184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S6-76-M2,M-LA-A,2021-04-06 17:45:26.390,1.0,0.17328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S1-M24,V-LOA-H,2019-11-26 16:54:56.338,1.0,0.09043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
S1-M24,V-LOA-H,2019-07-16 10:19:33.684,19.0,0.11177,0.48925,0.7817000000000001,1.259,0.32961,0.20412999999999998,0.11244,0.0,0.0,0
S1-M24,V-LOA-H,2020-10-14 11:35:20.574,2.0,0.10309,0.0,0.0,0.25771,0.0,0.0,0.0,0.0,0.0,0
S1-M24,V-LOA-H,2020-02-11 09:10:29.355,2.0,0.12086,0.0,0.0,0.0,0.0,0.0,0.08331,0.0,0.0,0
S1-M24,V-LOA-H,2020-04-28 10:10:32.444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
S1-M24,V-LOA-H,2020-07-09 08:34:24.633,1.0,0.11586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
S1-M24,V-LOA-H,2021-04-06 16:17:12.621,4.0,0.0,0.0,0.0,0.11133,0.0,0.0,0.0,0.0,0.0,0.08172
S3-M42,M-LOA-H,2019-07-16 11:45:55.948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S3-M42,M-LOA-H,2020-10-14 08:58:04.854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S3-M42,M-LOA-H,2020-02-11 13:02:10.544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S3-M42,M-LOA-H,2020-04-28 17:27:13.795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S3-M42,M-LOA-H,2020-07-09 11:18:25.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S3-M42,M-LOA-H,2021-04-06 11:36:54.114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S5-71-M1,V-LOA-H,2019-10-15 16:49:58.821,3.0,0.0,0.0,0.0,0.35154,0.29478,0.0,0.0,0.0,0.0,0.0
S5-71-M1,V-LOA-H,2019-12-03 17:04:11.035,2.0,0.0,0.0,0.0,0.0,0.0,0.10776,0.08562,0.0,0.0,0.0
S5-71-M1,V-LOA-H,2020-10-15 09:55:32.964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S5-71-M1,V-LOA-H,2020-02-11 13:39:18.395,1.0,0.0,0.0,0.0,0.0,0.0,0.12091,0.0,0.0,0.0,0.0
S5-71-M1,V-LOA-H,2021-04-07 11:35:01.754,2.0,0.0,0.0,0.0,0.0,0.0,0.10219,0.08164,0.0,0.0,0.0
S6-76-M2,M-LA-H,2019-10-16 08:44:07.695,1.0,0.13163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S6-76-M2,M-LA-H,2020-10-15 11:59:33.817,2.0,0.31083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S6-76-M2,M-LA-H,2021-04-06 17:45:09.009,2.0,0.26002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S2-M37,V-LOA-V,2019-07-16 11:02:08.796,12.0,0.10087,0.0,0.0,0.0,0.0,0.27469,0.21496,0.08033,0.46564,0.17003
S2-M37,V-LOA-V,2020-10-14 17:35:02.754,6.0,0.11643,0.0,0.0,0.0,0.0,0.53581,0.09686,0.0,0.0,0.0
S2-M37,V-LOA-V,2020-02-11 11:07:03.313,5.0,0.10541,0.0,0.0,0.15472,0.0,0.09806,0.0,0.0,0.0,0.19733
S2-M37,V-LOA-V,2020-04-28 16:18:08.942,4.0,0.14016,0.0,0.0,0.21727000000000002,0.09109,0.0,0.0,0.0,0.0,0.0
S2-M37,V-LOA-V,2021-04-06 12:56:12.953,1.0,0.0,0.0,0.0,0.0,0.12633,0.0,0.0,0.0,0.0,0.0
S6-76-M2,M-LA-V,2019-10-16 08:44:19.354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S6-76-M2,M-LA-V,2020-10-15 11:59:42.583,1.0,0.15924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S6-76-M2,M-LA-V,2021-04-06 17:45:17.911,1.0,0.22615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S5-71-M1,V-LOA-V,2019-10-15 16:50:09.741,2.0,0.0,0.0,0.09413,0.23411,0.0,0.0,0.0,0.0,0.0,0.0
S5-71-M1,V-LOA-V,2019-12-03 17:04:22.896,3.0,0.0,0.0,0.0,0.24973,0.0,0.15929,0.0,0.0,0.0,0.0
S5-71-M1,V-LOA-V,2020-10-15 09:55:43.223,3.0,0.0,0.0,0.0,0.13379,0.0,0.27222999999999997,0.0,0.0,0.0,0.0
S5-71-M1,V-LOA-V,2020-02-11 13:39:29.409,2.0,0.0,0.0,0.09985,0.08006,0.0,0.0,0.0,0.0,0.0,0.0
S5-71-M1,V-LOA-V,2021-04-07 11:35:12.294,3.0,0.0,0.0,0.0,0.0,0.0,0.4657,0.0,0.0,0.0,0.0
S3-M42,M-LOA-V,2019-07-16 11:46:06.867,1.0,0.10263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S3-M42,M-LOA-V,2020-10-14 08:58:15.044,1.0,0.08225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S3-M42,M-LOA-V,2020-02-11 13:02:19.078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S3-M42,M-LOA-V,2020-04-28 17:27:32.693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S3-M42,M-LOA-V,2020-07-09 11:18:34.068,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S3-M42,M-LOA-V,2021-04-06 11:37:03.253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S1-M24,V-LOA-V,2019-11-26 16:55:16.428,2.0,0.21764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
S1-M24,V-LOA-V,2019-07-16 10:19:45.934,14.0,0.12556,0.10862,0.36719999999999997,0.83716,0.0,0.6060599999999999,0.12109,0.0,0.0,0
S1-M24,V-LOA-V,2020-10-14 11:35:29.164,2.0,0.1042,0.0,0.0,0.31205,0.0,0.0,0.0,0.0,0.0,0
S1-M24,V-LOA-V,2020-02-11 09:10:41.324,2.0,0.18273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
S1-M24,V-LOA-V,2020-04-28 10:10:47.334,2.0,0.17720999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
S1-M24,V-LOA-V,2020-07-09 08:34:34.335,2.0,0.20163999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
S1-M24,V-LOA-V,2021-04-06 16:17:23.005,3.0,0.1043,0.0,0.0,0.16905,0.0,0.0,0.0,0.0,0.0,0.08149
S6-76-M2,M-LOA-H,2019-10-16 08:43:45.965,1.0,0.18359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S6-76-M2,M-LOA-H,2020-10-15 11:59:14.775,2.0,0.54764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S6-76-M2,M-LOA-H,2021-04-06 17:44:49.061,2.0,0.46582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S2-M38,M-LA-A,2019-07-16 10:48:09.966,1.0,0.17465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S2-M38,M-LA-A,2020-10-14 17:24:25.586,1.0,0.0,0.0,0.08187,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S2-M38,M-LA-A,2020-02-11 10:55:40.653,1.0,0.19339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S2-M38,M-LA-A,2020-04-28 16:06:56.298,1.0,0.14486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S2-M38,M-LA-A,2021-04-06 12:44:54.164,1.0,0.10216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S5-71-M2,M-LA-A,2019-10-15 16:51:24.942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S5-71-M2,M-LA-A,2020-10-15 09:57:39.453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S5-71-M2,M-LA-A,2021-04-07 11:36:14.048,1.0,0.0,0.0,0.12171,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S6-76-M2,M-LOA-V,2019-10-16 08:43:56.845,2.0,0.17498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S6-76-M2,M-LOA-V,2020-10-15 11:59:24.053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S6-76-M2,M-LOA-V,2021-04-06 17:44:58.301,1.0,0.11236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S5-71-M2,M-LA-H,2019-10-15 16:51:04.491,1.0,0.0,0.0,0.24694,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S5-71-M2,M-LA-H,2020-10-15 09:57:22.714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S5-71-M2,M-LA-H,2021-04-07 11:35:57.345,1.0,0.0,0.0,0.22737,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S3-M42,V-LA-H,2019-07-16 11:46:57.086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S3-M42,V-LA-H,2020-10-14 08:59:00.005,3.0,0.09494,0.0,0.0,0.0,0.0,0.09424,0.0962,0.0,0.0,0.0
S3-M42,V-LA-H,2020-02-11 13:03:11.495,2.0,0.0,0.0,0.0,0.0,0.0,0.08314,0.09724,0.0,0.0,0.0
S3-M42,V-LA-H,2020-04-28 17:28:15.624,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09038,0.0,0.0,0.0
S3-M42,V-LA-H,2020-07-09 11:19:09.634,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13623,0.0,0.0,0.0
S3-M42,V-LA-H,2021-04-06 11:37:43.462,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09515,0.0,0.0,0.0
S2-M38,M-LA-H,2019-07-16 10:47:48.446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S2-M38,M-LA-H,2020-10-14 17:24:03.954,1.0,0.1171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S2-M38,M-LA-H,2020-02-11 10:55:22.263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S2-M38,M-LA-H,2020-04-28 16:06:36.735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S2-M38,M-LA-H,2021-04-06 12:44:36.103,1.0,0.09223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S6-76-M2,V-LA-H,2019-10-16 08:44:48.205,1.0,0.21876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S6-76-M2,V-LA-H,2020-10-15 12:00:02.143,1.0,0.4896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S6-76-M2,V-LA-H,2021-04-06 17:45:36.061,1.0,0.48844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S1-M26,M-LA-A,2019-11-26 16:57:41.684,1.0,0.19788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
S1-M26,M-LA-A,2019-07-16 10:21:17.545,1.0,0.24675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
S1-M26,M-LA-A,2020-10-14 11:36:31.555,2.0,0.31304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
S1-M26,M-LA-A,2020-02-11 09:12:04.854,1.0,0.17112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
S1-M26,M-LA-A,2020-04-28 10:14:06.935,1.0,0.17329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
S1-M26,M-LA-A,2020-07-09 08:35:40.795,1.0,0.19522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
S1-M26,M-LA-A,2021-04-06 16:18:44.711,1.0,0.1845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
S5-71-M2,M-LA-V,2019-10-15 16:51:15.132,1.0,0.0,0.0,0.48691,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S5-71-M2,M-LA-V,2020-10-15 09:57:31.374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S5-71-M2,M-LA-V,2021-04-07 11:36:06.044,2.0,0.09395,0.0,0.12567,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S6-76-M2,V-LA-V,2019-10-16 08:45:04.625,2.0,0.30047999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S6-76-M2,V-LA-V,2020-10-15 12:00:10.003,2.0,0.47058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S6-76-M2,V-LA-V,2021-04-06 17:45:46.531,2.0,0.5424800000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S2-M38,M-LA-V,2019-07-16 10:47:59.936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S2-M38,M-LA-V,2020-10-14 17:24:14.864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S2-M38,M-LA-V,2020-02-11 10:55:31.394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S2-M38,M-LA-V,2020-04-28 16:06:46.764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S2-M38,M-LA-V,2021-04-06 12:44:44.904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S3-M42,V-LA-V,2019-07-16 11:47:08.711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S3-M42,V-LA-V,2020-10-14 08:59:10.844,3.0,0.0,0.0,0.0,0.0,0.0,0.17547,0.09299,0.0,0.0,0.0
S3-M42,V-LA-V,2020-02-11 13:03:22.384,1.0,0.0,0.0,0.0,0.08889,0.0,0.0,0.0,0.0,0.0,0.0
S3-M42,V-LA-V,2020-04-28 17:28:26.664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S3-M42,V-LA-V,2020-07-09 11:19:18.454,2.0,0.0,0.0,0.0,0.15361,0.0,0.0,0.11135,0.0,0.0,0.0
S3-M42,V-LA-V,2021-04-06 11:37:53.943,2.0,0.0,0.0,0.0,0.09361,0.0,0.0,0.0914,0.0,0.0,0.0
S5-71-M2,M-LOA-H,2019-10-15 16:50:41.491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S5-71-M2,M-LOA-H,2020-10-15 09:57:04.020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S5-71-M2,M-LOA-H,2021-04-07 11:35:36.814,1.0,0.0,0.0,0.08092,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S6-76-M2,V-LOA-A,2019-10-16 08:45:47.374,1.0,0.14125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S6-76-M2,V-LOA-A,2020-10-15 12:00:39.534,1.0,0.29252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S6-76-M2,V-LOA-A,2021-04-06 17:46:17.141,1.0,0.24903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S1-M26,M-LA-H,2019-11-26 16:56:47.829,2.0,0.2083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
S1-M26,M-LA-H,2019-07-16 10:20:52.306,1.0,0.11982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
S1-M26,M-LA-H,2020-10-14 11:36:12.184,1.0,0.09738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
S1-M26,M-LA-H,2020-02-11 09:11:39.364,1.0,0.08871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
S1-M26,M-LA-H,2020-04-28 10:13:41.355,1.0,0.15682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
S1-M26,M-LA-H,2020-07-09 08:35:19.153,1.0,0.14503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
S1-M26,M-LA-H,2021-04-06 16:18:11.511,1.0,0.09115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
S5-71-M2,M-LOA-V,2019-10-15 16:50:51.812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S5-71-M2,M-LOA-V,2020-10-15 09:57:12.764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S5-71-M2,M-LOA-V,2021-04-07 11:35:46.044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S2-M38,M-LOA-H,2019-07-16 10:47:19.435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S2-M38,M-LOA-H,2020-10-14 17:23:38.834,2.0,0.21339000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S2-M38,M-LOA-H,2020-02-11 10:54:58.713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S2-M38,M-LOA-H,2020-04-28 16:06:13.554,1.0,0.14035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S2-M38,M-LOA-H,2021-04-06 12:44:15.084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S6-76-M2,V-LOA-H,2019-10-16 08:45:18.715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S6-76-M2,V-LOA-H,2020-10-15 12:00:21.524,1.0,0.12048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
