,machine,point,prediction,score,filename
25,S3-M37,V-LOA-V,class_a,52.49825119972229,20210406114244094_S3-M37_V-LOA-V.png
26,S3-M37,M-LA-A,class_b,73.96008968353271,20210406114145094_S3-M37_M-LA-A.png
27,S3-M37,M-LOA-V,class_b,87.2795820236206,20210406114113934_S3-M37_M-LOA-V.png
28,S3-M37,M-LA-H,class_b,82.4555516242981,20210406114124514_S3-M37_M-LA-H.png
29,S3-M37,V-LA-H,class_b,98.91407489776611,20210406114211924_S3-M37_V-LA-H.png
30,S3-M37,V-LOA-H,class_a,70.2120304107666,20210406114233994_S3-M37_V-LOA-H.png
31,S3-M37,V-LA-V,class_a,70.03939747810364,20210406114221874_S3-M37_V-LA-V.png
32,S3-M33,M-LOA-H,class_a,58.150845766067505,20210406112506314_S3-M33_M-LOA-H.png
33,S3-M33,V-LOA-V,class_a,73.76565337181091,20210406112631144_S3-M33_V-LOA-V.png
34,S3-M33,V-LOA-A,class_a,64.18084502220154,20210406112642614_S3-M33_V-LOA-A.png
35,S3-M33,M-LA-V,class_b,50.82290172576904,20210406112535674_S3-M33_M-LA-V.png
36,S3-M33,V-LA-H,class_b,54.10169959068298,20210406112556143_S3-M33_V-LA-H.png
37,S3-M33,M-LOA-V,class_a,60.53875684738159,20210406112515304_S3-M33_M-LOA-V.png
38,S3-M33,M-LA-A,class_b,52.70083546638489,20210406112545504_S3-M33_M-LA-A.png
39,S3-M02,V-LOA-V,class_a,74.20123815536499,20210406104325313_S3-M02_V-LOA-V.png
40,S4-78-M1,M-LOA-V,class_b,57.56992697715759,20210407102118884_S4-78-M1_M-LOA-V.png
41,S4-78-M1,M-LA-V,class_b,66.37246012687683,20210407102138114_S4-78-M1_M-LA-V.png
42,S4-78-M1,M-LOA-H,class_a,56.87020421028137,20210407102110276_S4-78-M1_M-LOA-H.png
43,S4-78-M1,V-LA-H,class_b,96.58149480819702,20210407102209284_S4-78-M1_V-LA-H.png
44,S4-78-M1,M-LA-H,class_b,69.92765665054321,20210407102129684_S4-78-M1_M-LA-H.png
45,S4-78-M1,V-LOA-A,class_a,61.68830990791321,20210407102258454_S4-78-M1_V-LOA-A.png
46,S4-78-M1,V-LOA-H,class_b,86.28957271575928,20210407102229094_S4-78-M1_V-LOA-H.png
47,S4-78-M1,V-LA-V,class_b,94.70500946044922,20210407102217694_S4-78-M1_V-LA-V.png
48,S4-78-M1,V-LOA-V,class_b,69.87234354019165,20210407102249425_S4-78-M1_V-LOA-V.png
49,S4-78-M1,M-LA-A,class_a,61.19332313537598,20210407102146038_S4-78-M1_M-LA-A.png
50,S4-78-M2,V-LOA-A,class_a,57.975393533706665,20210407102454232_S4-78-M2_V-LOA-A.png
51,S4-78-M2,M-LOA-H,class_b,50.22434592247009,20210407102315304_S4-78-M2_M-LOA-H.png
52,S4-78-M2,M-LA-H,class_b,62.84072995185852,20210407102335694_S4-78-M2_M-LA-H.png
53,S4-78-M2,V-LA-H,class_a,61.034220457077026,20210407102417924_S4-78-M2_V-LA-H.png
54,S4-78-M2,V-LOA-H,class_a,61.097413301467896,20210407102436613_S4-78-M2_V-LOA-H.png
55,S4-78-M2,M-LOA-V,class_b,62.8190279006958,20210407102324084_S4-78-M2_M-LOA-V.png
56,S4-78-M2,M-LA-V,class_b,70.45895457267761,20210407102345474_S4-78-M2_M-LA-V.png
57,S4-78-M2,M-LA-A,class_b,72.33213186264038,20210407102353684_S4-78-M2_M-LA-A.png
58,S4-78-M2,V-LOA-V,class_b,55.79463243484497,20210407102445405_S4-78-M2_V-LOA-V.png
59,S4-78-M2,V-LA-V,class_b,58.612143993377686,20210407102427003_S4-78-M2_V-LA-V.png
60,S4-66-M2,M-LA-H,class_a,64.7761881351471,20210407093657235_S4-66-M2_M-LA-H.png
61,S4-66-M2,M-LA-V,class_a,64.73535299301147,20210407093705654_S4-66-M2_M-LA-V.png
62,S4-66-M2,V-LOA-V,class_a,89.71102833747864,20210407093753473_S4-66-M2_V-LOA-V.png
63,S4-66-M2,M-LA-A,class_a,64.7761881351471,20210407093713353_S4-66-M2_M-LA-A.png
64,S4-66-M2,V-LA-H,class_a,83.39999914169312,20210407093724474_S4-66-M2_V-LA-H.png
65,S4-66-M2,M-LOA-H,class_a,64.58991169929504,20210407093638924_S4-66-M2_M-LOA-H.png
66,S4-66-M2,M-LOA-V,class_a,64.7761881351471,20210407093647976_S4-66-M2_M-LOA-V.png
67,S4-66-M2,V-LOA-A,class_a,87.25207448005676,20210407093803154_S4-66-M2_V-LOA-A.png
68,S4-66-M2,V-LOA-H,class_a,84.31139588356018,20210407093743584_S4-66-M2_V-LOA-H.png
69,S4-66-M2,V-LA-V,class_a,76.86110138893127,20210407093733423_S4-66-M2_V-LA-V.png
70,S4-60-M1,M-LA-H,class_b,79.46130633354187,20210407103510784_S4-60-M1_M-LA-H.png
71,S4-60-M1,V-LOA-A,class_b,82.37455487251282,20210407103626784_S4-60-M1_V-LOA-A.png
72,S4-60-M1,V-LA-H,class_a,55.8097779750824,20210407103546134_S4-60-M1_V-LA-H.png
73,S4-60-M1,M-LA-A,class_b,83.49697589874268,20210407103530074_S4-60-M1_M-LA-A.png
74,S4-60-M1,V-LOA-H,class_a,55.047112703323364,20210407103608274_S4-60-M1_V-LOA-H.png
75,S4-60-M1,M-LA-V,class_b,78.25069427490234,20210407103520125_S4-60-M1_M-LA-V.png
76,S4-60-M1,M-LOA-V,class_a,64.42951560020447,20210407103458754_S4-60-M1_M-LOA-V.png
77,S4-60-M1,M-LOA-H,class_b,60.452014207839966,20210407103450624_S4-60-M1_M-LOA-H.png
78,S4-60-M1,V-LA-V,class_a,73.67993593215942,20210407103557404_S4-60-M1_V-LA-V.png
79,S4-60-M1,V-LOA-V,class_a,63.853442668914795,20210407103617485_S4-60-M1_V-LOA-V.png
80,S4-73-M2,M-LOA-H,class_a,64.69040513038635,20210407100203354_S4-73-M2_M-LOA-H.png
81,S4-73-M2,V-LOA-V,class_a,53.32379937171936,20210407100328184_S4-73-M2_V-LOA-V.png
82,S4-73-M2,V-LA-V,class_b,80.54012656211853,20210407100306494_S4-73-M2_V-LA-V.png
83,S4-73-M2,M-LA-H,class_b,55.616676807403564,20210407100225314_S4-73-M2_M-LA-H.png
84,S4-73-M2,M-LA-V,class_b,65.8739447593689,20210407100233694_S4-73-M2_M-LA-V.png
85,S4-73-M2,M-LA-A,class_b,71.37560844421387,20210407100243444_S4-73-M2_M-LA-A.png
86,S4-73-M2,V-LOA-A,class_b,50.00426769256592,20210407100342074_S4-73-M2_V-LOA-A.png
87,S4-73-M2,V-LA-H,class_a,56.818997859954834,20210407100254455_S4-73-M2_V-LA-H.png
88,S4-73-M2,V-LOA-H,class_a,81.78714513778687,20210407100317754_S4-73-M2_V-LOA-H.png
89,S4-73-M2,M-LOA-V,class_b,61.57699227333069,20210407100213244_S4-73-M2_M-LOA-V.png
90,S4-67-M2,V-LOA-V,class_a,74.04942512512207,20210407094117323_S4-67-M2_V-LOA-V.png
